,A_exchangeRate,A_istVol,A_marketValue,A_marketValue1,A_negotiableValue,A_negotiableValue1,A_productType,A_profitRate,A_profitRate1,A_searchDate,A_trdAmt,A_trdAmt1,A_trdTm,A_trdTm1,A_trdVol,A_trdVol1,B_exchangeRate,B_istVol,B_marketValue,B_marketValue1,B_negotiableValue,B_negotiableValue1,B_productType,B_profitRate,B_profitRate1,B_searchDate,B_trdAmt,B_trdAmt1,B_trdTm,B_trdTm1,B_trdVol,B_trdVol1,SH_exchangeRate,SH_istVol,SH_marketValue,SH_marketValue1,SH_negotiableValue,SH_negotiableValue1,SH_productType,SH_profitRate,SH_profitRate1,SH_searchDate,SH_trdAmt,SH_trdAmt1,SH_trdTm,SH_trdTm1,SH_trdVol,SH_trdVol1,date
674,1.2847,1062,279847.76,279847.7584662661,243679.43,243679.4258474411,1,16.85,16.846,2015-10-23,4249.05,4249.05012839,1858.46,1858.4645,3469373.22,3469373.216,0.9167,53,1091.55,1091.5539870778,1091.55,1091.5539870778,2,21.11,21.109,2015-10-23,9.67,9.66765135,6.1,6.0953,14006.49,14006.4917,1.2826,1115,280939.31,280939.3124533439,244770.98,244770.9798345189,12,16.86,16.859,2015-10-23,4259.5,4259.49559083,1864.59,1864.5948,3484602.9,3484602.8952,2015-10-23
675,0.7357,1237,304720.02,304720.0229539786,253600.98,253600.9776222791,1,16.92,16.922,2017-03-29,2466.49,2466.48760974,1224.4,1224.3976,2168928.06,2168928.0637,0.3432,51,1036.14,1036.1357781315,1036.14,1036.1357781315,2,27.58,27.577,2017-03-29,3.17,3.17091237,2.84,2.8388,5283.43,5283.4293,0.7336,1288,305756.16,305756.1587321101,254637.11,254637.1134004106,12,16.95,16.945,2017-03-29,2493.85,2493.84566698,1227.4,1227.4045,2209285.16,2209285.1636,2017-03-29
676,0.475,917,164202.25,164202.2452328471,134311.96,134311.95651267,1,14.96,14.958,2011-10-31,815.88,815.88239364,438.19,438.1886,838514.74,838514.7371,0.254,54,812.91,812.9121661667,812.91,812.9121661667,2,14.43,14.428,2011-10-31,2.21,2.20519239,1.67,1.6718,3410.89,3410.8861,0.4733,971,165015.16,165015.1573990138,135124.87,135124.8686788367,12,14.96,14.956,2011-10-31,818.84,818.84278491,439.86,439.8604,843756.17,843756.1732,2011-10-31
677,-,172,0,0,0,0,1,,,1995-03-23,13.67,13.67467853,21.16,21.1559,18763.36,18763.3586,-,24,0,0,0,0,2,,,1995-03-23,0.08,0.08434954,0.02,0.02,314.6,314.604,-,196,0,0,0,0,12,,,1995-03-23,13.76,13.75902807,21.18,21.1759,19077.96,19077.9626,1995-03-23
678,0.2694,949,147303.31,147303.3089799994,133172.35,133172.3482809665,1,9.72,9.716,2014-06-09,551.26,551.26350306,306.22,306.2215,647590.14,647590.1444,0.0661,53,674.27,674.2675300843,674.27,674.2675300843,2,12.07,12.07,2014-06-09,0.49,0.4896183,0.59,0.5949,969.27,969.2746,0.2682,1002,147977.58,147977.5765100837,133846.62,133846.6158110508,12,9.72,9.724,2014-06-09,553.99,553.98997332,306.82,306.8208,653913.92,653913.9151,2014-06-09
679,0.0204,271,5224.94,5224.93897382,1197.01,1197.01225182,1,34.06,34.056,1996-11-08,26.38,26.37771472,56.64,56.6446,27213.95,27213.9513,0.0011,37,12.11,12.11033798,12.11,12.11033798,2,9.71,9.707,1996-11-08,0.13,0.13073903,0.1,0.1006,442.2,442.2028,0.0158,308,5237.05,5237.0493118,1209.12,1209.1225898,12,32.47,32.474,1996-11-08,26.51,26.50845375,56.75,56.7452,27656.15,27656.1541,1996-11-08
680,3.3808,821,30352.15,30352.1474609296,9867.72,9867.723339961,1,19.69,19.694,2006-05-31,329.35,329.35243763,267.93,267.9252,565076.88,565076.8762,0.4911,54,371.48,371.4758550634,371.48,371.4758550634,2,17.84,17.839,2006-05-31,1.54,1.54196153,1.73,1.7345,5082.92,5082.9185,3.2123,875,30723.62,30723.623315993,10239.2,10239.1991950244,12,19.67,19.67,2006-05-31,330.89,330.89439916,269.66,269.6597,570159.79,570159.7947,2006-05-31
681,0.8276,459,15694.41,15694.4135675308,4495.37,4495.3697790273,1,42.52,42.522,1999-09-30,40.28,40.27764977,43.45,43.4486,32243.66,32243.66,0.1135,54,159.56,159.5571116011,159.56,159.5571116011,2,11.41,11.406,1999-09-30,0.18,0.17793559,0.1,0.0999,921.63,921.6339,0.7044,513,15853.97,15853.9706791319,4654.93,4654.9268906284,12,41.35,41.345,1999-09-30,40.46,40.45558536,43.55,43.5485,33165.29,33165.2939,1999-09-30
682,,,,,,,1,,,2000-01-08,,,,,,,,,,,,,2,,,2000-01-08,,,,,,,,,,,,,12,,,2000-01-08,,,,,,,2000-01-08
683,,,,,,,1,,,2007-02-24,,,,,,,,,,,,,2,,,2007-02-24,,,,,,,,,,,,,12,,,2007-02-24,,,,,,,2007-02-24
684,,,,,,,1,,,2005-02-20,,,,,,,,,,,,,2,,,2005-02-20,,,,,,,,,,,,,12,,,2005-02-20,,,,,,,2005-02-20
685,1.9329,859,176442,176442.0025173863,106321.53,106321.5315816914,1,27.66,27.658,2009-11-26,2543.76,2543.75911912,1435.1,1435.0955,2168647.54,2168647.5395,1.5334,54,828.29,828.289609617,828.29,828.289609617,2,20.91,20.909,2009-11-26,11.65,11.64881339,8.96,8.9633,18943.77,18943.7731,1.9285,913,177270.29,177270.2921270033,107149.82,107149.8211913084,12,27.62,27.618,2009-11-26,2555.41,2555.40793251,1444.06,1444.0588,2187591.31,2187591.3126,2009-11-26
686,,,,,,,1,,,2004-04-11,,,,,,,,,,,,,2,,,2004-04-11,,,,,,,,,,,,,12,,,2004-04-11,,,,,,,2004-04-11
687,2.4784,829,28601.2,28601.1964762122,7801.64,7801.6405796164,1,27.06,27.056,2004-09-17,186.96,186.95898007,180.81,180.8117,306691.83,306691.8337,0.4158,54,364.23,364.2291898469,364.23,364.2291898469,2,24.54,24.538,2004-09-17,1.46,1.46149939,1.79,1.7861,4164.57,4164.5722,2.3239,883,28965.43,28965.4256660591,8165.87,8165.8697694633,12,27.02,27.023,2004-09-17,188.42,188.42047946,182.6,182.5978,310856.41,310856.4059,2004-09-17
688,-,182,0,0,0,0,1,,,1995-11-21,4.49,4.48508934,7.7,7.701,6942.27,6942.2701,-,30,0,0,0,0,2,,,1995-11-21,0.28,0.27622261,0.04,0.0379,874.11,874.1146,-,212,0,0,0,0,12,,,1995-11-21,4.76,4.76131195,7.74,7.7389,7816.38,7816.3847,1995-11-21
689,1.8151,851,197291.4,197291.4042618347,55826.76,55826.7559257111,1,43.13,43.133,2008-03-21,961.8,961.80145595,617.33,617.3327,647791.45,647791.4514,0.2724,54,923.43,923.4330895684,923.43,923.4330895684,2,42.6,42.595,2008-03-21,2.3,2.29567144,2.42,2.4211,3143.2,3143.1968,1.7668,905,198214.84,198214.8373514031,56750.19,56750.1890152795,12,43.13,43.131,2008-03-21,964.1,964.09712739,619.75,619.7538,650934.65,650934.6482,2008-03-21
690,,,,,,,1,,,2014-08-16,,,,,,,,,,,,,2,,,2014-08-16,,,,,,,,,,,,,12,,,2014-08-16,,,,,,,2014-08-16
691,1.3724,828,26519.02,26519.0188346853,7277.8,7277.8019022719,1,25.17,25.165,2004-10-25,117.12,117.11771686,105.79,105.7872,173046.36,173046.3622,0.261,54,341.05,341.0540101412,341.05,341.0540101412,2,23.05,23.046,2004-10-25,0.97,0.97186585,1.16,1.1571,2613.98,2613.9755,1.2906,882,26860.07,26860.0728448265,7618.86,7618.8559124131,12,25.14,25.137,2004-10-25,118.09,118.08958271,106.94,106.9443,175660.34,175660.3377,2004-10-25
692,0.9332,720,28321.75,28321.7461657805,7921.35,7921.3485759797,1,38.46,38.455,2003-04-04,74,74.00065691,68.46,68.4603,85779.58,85779.5757,0.5155,54,485.79,485.7940599165,485.79,485.7940599165,2,33.51,33.513,2003-04-04,2.26,2.26257668,2.05,2.0492,4760.61,4760.6068,0.895,774,28807.54,28807.540225697,8407.14,8407.1426358962,12,38.36,38.364,2003-04-04,76.26,76.26323359,70.51,70.5095,90540.18,90540.1825,2003-04-04
693,0.9842,853,151003.72,151003.7212079268,43798.3,43798.3044795286,1,21.67,21.666,2008-06-16,430.36,430.35959748,336.37,336.3711,401137.45,401137.4452,0.2587,54,750.94,750.9399040082,750.94,750.9399040082,2,19.3,19.303,2008-06-16,2.1,2.10381979,1.86,1.8607,3086.8,3086.7952,0.9636,907,151754.66,151754.661111935,44549.24,44549.2443835368,12,21.65,21.654,2008-06-16,432.46,432.46341727,338.23,338.2318,404224.24,404224.2404,2008-06-16
694,2.5161,854,181025.55,181025.5512077015,82392.78,82392.78247921,1,28.94,28.943,2009-07-24,2231.71,2231.71074654,1290,1290.0014,1887851.45,1887851.4473,0.8664,54,716.96,716.9591127986,716.96,716.9591127986,2,18.18,18.175,2009-07-24,6.03,6.03013872,4.94,4.9397,10703.31,10703.3143,2.4894,908,181742.51,181742.5103205001,83109.74,83109.7415920086,12,28.88,28.878,2009-07-24,2237.74,2237.74088526,1294.94,1294.9411,1898554.76,1898554.7616,2009-07-24
695,0.6256,1338,327354.23,327354.2288899696,275318.84,275318.8428932633,1,18.04,18.042,2017-09-18,2283.85,2283.85100737,1020.65,1020.6477,1910302.14,1910302.1446,0.2406,51,1033.34,1033.3386924014,1033.34,1033.3386924014,2,23.4,23.399,2017-09-18,2.83,2.8277351,2.15,2.1541,3760.25,3760.2513,0.6236,1389,328387.57,328387.567582371,276352.18,276352.1815856647,12,18.05,18.054,2017-09-18,2293.51,2293.51016582,1022.92,1022.9216,1926643.11,1926643.1079,2017-09-18
696,,,,,,,1,,,1997-10-02,,,,,,,,,,,,,2,,,1997-10-02,,,,,,,,,,,,,12,,,1997-10-02,,,,,,,1997-10-02
697,,,,,,,1,,,2012-09-23,,,,,,,,,,,,,2,,,2012-09-23,,,,,,,,,,,,,12,,,2012-09-23,,,,,,,2012-09-23
698,,,,,,,1,,,2000-03-18,,,,,,,,,,,,,2,,,2000-03-18,,,,,,,,,,,,,12,,,2000-03-18,,,,,,,2000-03-18
699,0.385,904,178520.69,178520.688029985,145333.03,145333.0273136573,1,16.33,16.325,2011-06-07,790.26,790.25803358,424.39,424.3948,648047.44,648047.4393,0.1978,54,916.07,916.0705531498,916.07,916.0705531498,2,15.79,15.788,2011-06-07,1.88,1.88117126,1.51,1.5112,2601.15,2601.1519,0.3835,958,179436.76,179436.7585831348,146249.1,146249.0978668071,12,16.32,16.322,2011-06-07,792.14,792.13920484,425.91,425.906,650648.59,650648.5912,2011-06-07
700,,,,,,,1,,,2010-04-24,,,,,,,,,,,,,2,,,2010-04-24,,,,,,,,,,,,,12,,,2010-04-24,,,,,,,2010-04-24
701,2.853,854,136787.34,136787.3429467098,52721.22,52721.2162979836,1,20.87,20.873,2009-04-20,1403.42,1403.41998547,924.4,924.3966,1472493.75,1472493.7478,0.6935,54,566.88,566.8814120832,566.88,566.8814120832,2,17.68,17.685,2009-04-20,3.86,3.86279025,3.74,3.7408,8358.76,8358.7644,2.8037,908,137354.22,137354.224358793,53288.1,53288.0977100668,12,20.86,20.858,2009-04-20,1407.28,1407.28277572,928.14,928.1374,1480852.51,1480852.5122,2009-04-20
702,0.5683,1085,257215.04,257215.0389709198,222098.79,222098.794914636,1,15.27,15.272,2016-04-19,1811.23,1811.22738387,875.19,875.1949,1566043.12,1566043.1245,0.3082,52,1107.46,1107.464551463,1107.46,1107.464551463,2,23.06,23.056,2016-04-19,3.27,3.27350039,1.99,1.9883,4509.72,4509.7169,0.5669,1137,258322.5,258322.5035223828,223206.26,223206.259466099,12,15.29,15.293,2016-04-19,1827.97,1827.96785577,877.25,877.246,1601290.75,1601290.7482,2016-04-19
703,0.5855,462,14808.11,14808.1058081728,4245.03,4245.0291967206,1,40.08,40.075,1999-11-03,27.73,27.7277179,31.83,31.8326,23281.73,23281.7299,0.0367,54,146.73,146.725228318,146.73,146.725228318,2,10.49,10.486,1999-11-03,0.05,0.05191751,0.04,0.0368,297.8,297.8003,0.4924,516,14954.83,14954.8310364908,4391.75,4391.7544250386,12,38.96,38.963,1999-11-03,27.78,27.77963541,31.87,31.8694,23579.53,23579.5302,1999-11-03
704,,,,,,,1,,,2008-07-12,,,,,,,,,,,,,2,,,2008-07-12,,,,,,,,,,,,,12,,,2008-07-12,,,,,,,2008-07-12
705,,,,,,,1,,,2015-07-04,,,,,,,,,,,,,2,,,2015-07-04,,,,,,,,,,,,,12,,,2015-07-04,,,,,,,2015-07-04
706,0.3983,923,158880.07,158880.0709727305,131712.2,131712.1962641165,1,14.41,14.405,2012-02-17,650.19,650.18550106,384.07,384.0653,716613.05,716613.0533,0.2317,54,735.67,735.6705919331,735.67,735.6705919331,2,13.31,13.311,2012-02-17,1.54,1.53912426,1.45,1.4528,3110.84,3110.8416,0.397,977,159615.74,159615.7415646636,132447.87,132447.8668560496,12,14.4,14.4,2012-02-17,651.73,651.73312532,385.52,385.5182,719753.59,719753.5949,2012-02-17
707,0.5288,757,26324.99,26324.9869821142,7458.87,7458.8681699585,1,33.01,33.012,2003-10-09,36.3,36.30354362,39,38.9965,54499.66,54499.6592,0.1257,54,386.82,386.8229184081,386.82,386.8229184081,2,28.48,28.484,2003-10-09,0.57,0.56886228,0.49,0.4866,1191.93,1191.9304,0.4948,811,26711.81,26711.8099005223,7845.69,7845.6910883666,12,32.94,32.941,2003-10-09,36.87,36.8724059,39.48,39.4831,55691.59,55691.5896,2003-10-09
708,,,,,,,1,,,2011-07-24,,,,,,,,,,,,,2,,,2011-07-24,,,,,,,,,,,,,12,,,2011-07-24,,,,,,,2011-07-24
709,2.2235,854,141874.11,141874.1078508931,55785.27,55785.2692603614,1,22.64,22.643,2009-05-18,1175.07,1175.0730326,785.78,785.781,1184120.86,1184120.8575,0.6556,54,586.54,586.5375275525,586.54,586.5375275525,2,14.97,14.972,2009-05-18,3.72,3.7177541,3.46,3.4605,7934.74,7934.7414,2.1886,908,142460.65,142460.6453784456,56371.81,56371.8067879139,12,22.6,22.596,2009-05-18,1178.79,1178.7907867,789.24,789.2415,1192055.6,1192055.5989,2009-05-18
710,1.7272,1054,357155.1,357155.1001535818,310381.42,310381.4204386988,1,21.7,21.696,2015-06-19,6841.78,6841.78191423,2733.25,2733.2528,4511918.93,4511918.9325,1.0686,53,1431.53,1431.5263283143,1431.53,1431.5263283143,2,28.18,28.182,2015-06-19,15.58,15.57607796,8.58,8.5816,16187.34,16187.3433,1.7234,1107,358586.63,358586.6264818961,311812.95,311812.9467670131,12,21.72,21.715,2015-06-19,6868.05,6868.0497084,2742.39,2742.3945,4541907.39,4541907.3857,2015-06-19
711,2.2206,1021,294024.38,294024.3830889615,263429.45,263429.4478781104,1,19.15,19.151,2015-03-30,6933.87,6933.87162009,2270.5,2270.4978,5652417.61,5652417.6084,0.5971,53,939.54,939.5359799686,939.54,939.5359799686,2,16.89,16.892,2015-03-30,5.04,5.0383193,3.73,3.7254,9018.67,9018.6737,2.211,1074,294963.92,294963.9190689301,264368.98,264368.983858079,12,19.14,19.143,2015-03-30,6950.65,6950.65282463,2274.47,2274.4739,5682064.86,5682064.862,2015-03-30
712,0.425,933,162245.49,162245.4896482593,133892.43,133892.4324129623,1,12.67,12.668,2012-05-31,754.78,754.78471284,415.14,415.1388,777828.68,777828.6844,0.203,54,749.59,749.5910286967,749.59,749.5910286967,2,11.91,11.908,2012-05-31,1.95,1.94907645,1.55,1.551,2725.31,2725.309,0.4234,987,162995.08,162995.080676956,134642.02,134642.023441659,12,12.66,12.664,2012-05-31,757.82,757.81638243,416.69,416.6907,783983.98,783983.9834,2012-05-31
713,,,,,,,1,,,2008-09-29,,,,,,,,,,,,,2,,,2008-09-29,,,,,,,,,,,,,12,,,2008-09-29,,,,,,,2008-09-29
714,1.404,826,35587.21,35587.2129650361,10115.85,10115.8535035034,1,19.87,19.871,2006-08-22,150.46,150.46011572,125.8,125.8007,264019.55,264019.5522,0.2785,54,347.04,347.0425307234,347.04,347.0425307234,2,16.76,16.756,2006-08-22,1.17,1.17006487,1.03,1.0252,2992.56,2992.5597,1.3431,880,35934.26,35934.2554957595,10462.9,10462.8960342268,12,19.84,19.838,2006-08-22,151.63,151.63018059,126.83,126.8259,267012.11,267012.1119,2006-08-22
715,-,169,0,0,0,0,1,,,1995-05-22,113.97,113.96913057,97.4,97.3954,119575.07,119575.068,-,28,0,0,0,0,2,,,1995-05-22,0.33,0.33375294,0.06,0.0647,1134.11,1134.111,-,197,0,0,0,0,12,,,1995-05-22,114.3,114.30288351,97.46,97.4601,120709.18,120709.179,1995-05-22
716,1.6114,857,161759.58,161759.5776102361,75696.62,75696.6237498519,1,25.64,25.64,2009-08-21,1374.91,1374.91211004,806.46,806.464,1260332.15,1260332.145,0.6839,54,671.77,671.7727256094,671.77,671.7727256094,2,17.04,17.04,2009-08-21,4.72,4.72085185,4.18,4.1825,8449.05,8449.0525,1.597,911,162431.35,162431.3503358455,76368.4,76368.3964754613,12,25.59,25.588,2009-08-21,1379.63,1379.63296189,810.65,810.6465,1268781.2,1268781.1975,2009-08-21
717,0.9613,966,177296.67,177296.6748511112,158201.16,158201.160976572,1,11.61,11.613,2014-10-09,2003.58,2003.57818687,869.02,869.0195,2358437.38,2358437.3812,0.4084,53,803.16,803.1560612611,803.16,803.1560612611,2,14.32,14.319,2014-10-09,2.91,2.90861921,2.77,2.7738,6070.31,6070.3089,0.958,1019,178099.83,178099.8309123723,159004.32,159004.3170378331,12,11.62,11.623,2014-10-09,2011.33,2011.32797186,871.84,871.8419,2373751.9,2373751.9005,2014-10-09
718,2.5201,1017,285991.31,285991.3068570324,255935.47,255935.4718499516,1,18.54,18.544,2015-03-24,7579.34,7579.338175,2642.86,2642.8611,6399373.81,6399373.8112,0.6592,53,931.31,931.3127809312,931.31,931.3127809312,2,16.73,16.727,2015-03-24,5.63,5.63220561,4.57,4.5674,9955.69,9955.6933,2.5091,1070,286922.62,286922.6196379636,256866.78,256866.7846308828,12,18.54,18.537,2015-03-24,7600.37,7600.37382683,2647.69,2647.6867,6422077.97,6422077.9654,2015-03-24
719,0.5208,1103,253676.09,253676.0947168819,220175.88,220175.8828468761,1,14.65,14.654,2016-08-01,1636.13,1636.13449834,827.58,827.5786,1483575.3,1483575.3027,0.3333,52,1021.88,1021.8780306138,1021.88,1021.8780306138,2,27.73,27.734,2016-08-01,3.52,3.5201743,3.87,3.8684,5165.85,5165.8532,0.5198,1155,254697.97,254697.9727474957,221197.76,221197.7608774899,12,14.68,14.681,2016-08-01,1655.94,1655.93948049,831.57,831.5667,1541877.01,1541877.0077,2016-08-01
720,,,,,,,1,,,1997-06-30,,,,,,,,,,,,,2,,,1997-06-30,,,,,,,,,,,,,12,,,1997-06-30,,,,,,,1997-06-30
721,2.9916,476,18447.4,18447.4021945206,5409.46,5409.4575599797,1,48.2,48.199,2000-03-08,171.86,171.85937838,154.97,154.9673,126803.13,126803.1349,0.2632,54,136.22,136.2171774194,136.22,136.2171774194,2,9.86,9.864,2000-03-08,0.32,0.32345473,0.16,0.1561,2144.57,2144.5712,2.5517,530,18583.62,18583.61937194,5545.67,5545.6747373991,12,46.82,46.82,2000-03-08,172.18,172.18283311,155.12,155.1234,128947.71,128947.7061,2000-03-08
722,0.7712,1155,290289.75,290289.7518389211,243565.78,243565.7772227257,1,16.33,16.332,2016-12-05,2397.89,2397.88515429,1027.8,1027.7973,2235941.84,2235941.8416,0.1858,52,1079.75,1079.7548477497,1079.75,1079.7548477497,2,28.97,28.971,2016-12-05,2.1,2.10203916,1.45,1.4549,2879.83,2879.8271,0.7681,1207,291369.51,291369.5066866708,244645.53,244645.5320704754,12,16.36,16.359,2016-12-05,2432.12,2432.11537966,1029.44,1029.4363,2298942,2298941.9956,2016-12-05
723,0.8364,642,25362.91,25362.9084492212,7230.03,7230.0269256384,1,35.27,35.273,2002-02-26,61.72,61.72235598,69.61,69.606,63153.58,63153.5845,0.3522,54,543.04,543.0376615389,543.04,543.0376615389,2,36.05,36.051,2002-02-26,1.9,1.89728591,1.64,1.6431,3193.4,3193.4022,0.7844,696,25905.95,25905.9461107601,7773.06,7773.0645871773,12,35.29,35.289,2002-02-26,63.62,63.61964189,71.25,71.2491,66346.99,66346.9867,2002-02-26
724,,,,,,,1,,,1998-09-05,,,,,,,,,,,,,2,,,1998-09-05,,,,,,,,,,,,,12,,,1998-09-05,,,,,,,1998-09-05
725,,,,,,,1,,,2011-11-05,,,,,,,,,,,,,2,,,2011-11-05,,,,,,,,,,,,,12,,,2011-11-05,,,,,,,2011-11-05
726,0.5719,924,163325.78,163325.7788675121,134686.49,134686.4940447306,1,14.71,14.709,2012-03-16,1022.95,1022.94850124,520.06,520.0638,1033049.94,1033049.9391,0.3323,54,773.22,773.2170698649,773.22,773.2170698649,2,13.96,13.962,2012-03-16,2.18,2.18294093,1.99,1.9936,4462.11,4462.1123,0.5702,978,164099,164098.995937377,135459.71,135459.7111145955,12,14.71,14.706,2012-03-16,1025.27,1025.27397217,522.06,522.0577,1037948.05,1037948.0514,2012-03-16
727,1.2572,972,180987.29,180987.2880646233,161468.57,161468.5713311772,1,11.84,11.844,2014-11-04,2274.92,2274.92107976,953.1,953.1037,3093664.31,3093664.3114,0.346,53,793.19,793.1879910175,793.19,793.1879910175,2,14.16,14.163,2014-11-04,2.29,2.28918927,2.09,2.0879,5143.08,5143.0795,1.2518,1025,181780.48,181780.4760556408,162261.76,162261.7593221947,12,11.85,11.852,2014-11-04,2286.7,2286.6999582,955.24,955.2373,3112376.49,3112376.4886,2014-11-04
728,,,,,,,1,,,1999-12-26,,,,,,,,,,,,,2,,,1999-12-26,,,,,,,,,,,,,12,,,1999-12-26,,,,,,,1999-12-26
729,,,,,,,1,,,2001-04-22,,,,,,,,,,,,,2,,,2001-04-22,,,,,,,,,,,,,12,,,2001-04-22,,,,,,,2001-04-22
730,,,,,,,1,,,2015-06-22,,,,,,,,,,,,,2,,,2015-06-22,,,,,,,,,,,,,12,,,2015-06-22,,,,,,,2015-06-22
731,1.1508,456,15749.77,15749.7690538407,4455.35,4455.3510228257,1,42.93,42.93,1999-09-03,52.63,52.63325101,59.86,59.8622,43399.35,43399.3526,0.1329,54,163.58,163.5765149502,163.58,163.5765149502,2,11.68,11.676,1999-09-03,0.18,0.18119284,0.1,0.0977,1079.27,1079.2718,0.9705,510,15913.35,15913.3455687909,4618.93,4618.9275377759,12,41.73,41.725,1999-09-03,52.81,52.81444385,59.96,59.9599,44478.62,44478.6244,1999-09-03
732,,,,,,,1,,,2014-06-02,,,,,,,,,,,,,2,,,2014-06-02,,,,,,,,,,,,,12,,,2014-06-02,,,,,,,2014-06-02
733,0.3339,628,27488.19,27488.1893373822,7921.67,7921.6719374999,1,39.76,39.755,2001-10-08,28.82,28.81611091,34.88,34.881,24112.21,24112.2088,0.34,54,573.43,573.4346875688,573.43,573.4346875688,2,37.69,37.692,2001-10-08,2,2.00325814,1.2,1.2042,3073.01,3073.0136,0.3346,682,28061.62,28061.624024951,8495.11,8495.1066250687,12,39.71,39.712,2001-10-08,30.82,30.81936905,36.09,36.0852,27185.22,27185.2224,2001-10-08
734,,,,,,,1,,,2006-04-16,,,,,,,,,,,,,2,,,2006-04-16,,,,,,,,,,,,,12,,,2006-04-16,,,,,,,2006-04-16
735,1.5377,828,23556.64,23556.6410633466,6540.34,6540.3439623771,1,16.92,16.915,2005-08-31,95.46,95.4600843,112.82,112.8243,214369.83,214369.8286,0.231,54,249.88,249.8844818226,249.88,249.8844818226,2,12.94,12.935,2005-08-31,0.57,0.56691662,0.87,0.8695,2391.16,2391.1621,1.4474,882,23806.53,23806.5255451692,6790.23,6790.2284441997,12,16.86,16.862,2005-08-31,96.03,96.02700092,113.69,113.6938,216760.99,216760.9907,2005-08-31
736,,,,,,,1,,,2002-05-18,,,,,,,,,,,,,2,,,2002-05-18,,,,,,,,,,,,,12,,,2002-05-18,,,,,,,2002-05-18
737,1.5747,481,19747.15,19747.1545061417,5827.7,5827.7046090189,1,52.07,52.07,2000-05-09,94.08,94.08420292,96.25,96.2532,69533.01,69533.008,0.2199,54,152.39,152.3867994454,152.39,152.3867994454,2,3.1,3.099,2000-05-09,0.34,0.34467529,0.16,0.161,1791.34,1791.3416,1.3637,535,19899.54,19899.5413055871,5980.09,5980.0914084643,12,46.54,46.542,2000-05-09,94.43,94.42887821,96.41,96.4142,71324.35,71324.3496,2000-05-09
738,,,,,,,1,,,1999-02-22,,,,,,,,,,,,,2,,,1999-02-22,,,,,,,,,,,,,12,,,1999-02-22,,,,,,,1999-02-22
739,0.661,880,180166.16,180166.1631644311,140873.25,140873.2533168484,1,21.82,21.821,2010-11-29,1334.99,1334.98961034,707.84,707.8444,1016364.08,1016364.0802,0.708,54,998.53,998.5343277531,998.53,998.5343277531,2,23.56,23.56,2010-11-29,5.79,5.78696493,4.11,4.1134,9192.64,9192.6376,0.6614,934,181164.7,181164.6974921842,141871.79,141871.7876446015,12,21.83,21.83,2010-11-29,1340.78,1340.77657527,711.96,711.9578,1025556.72,1025556.7178,2010-11-29
740,0.7945,1062,257393.88,257393.8811800833,223656.69,223656.6854316457,1,15.53,15.531,2015-09-24,2311.66,2311.66488684,1250.2,1250.2035,2124995.62,2124995.6236,0.3158,53,968.1,968.1026566472,968.1,968.1026566472,2,18.79,18.786,2015-09-24,3.17,3.16629378,2.73,2.728,4786.7,4786.6994,0.7918,1115,258361.98,258361.9838367305,224624.79,224624.7880882929,12,15.54,15.541,2015-09-24,2325.81,2325.81155681,1252.96,1252.9627,2144044,2144044.0013,2015-09-24
741,3.9509,821,28553.37,28553.3735666665,8869.69,8869.6859477609,1,18.63,18.625,2006-05-09,359.89,359.89336423,279.1,279.095,636997.29,636997.2854,0.9508,54,368.46,368.4568800847,368.46,368.4568800847,2,17.86,17.86,2006-05-09,3.38,3.37750528,3.16,3.1571,9841.76,9841.7555,3.7699,875,28921.83,28921.8304467512,9238.14,9238.1428278456,12,18.62,18.616,2006-05-09,363.27,363.27086951,282.25,282.2521,646839.04,646839.0409,2006-05-09
742,0.8387,579,26211.06,26211.060681439,8020.59,8020.5858407477,1,56.91,56.906,2001-02-27,65.73,65.72695409,73.48,73.4817,49466.5,49466.504,0,55,310.81,310.8133036256,310.81,310.8133036256,2,23.62,23.618,2001-02-27,0,0,,,0,0,0.733,634,26521.87,26521.8739850646,8331.4,8331.3991443733,12,56.03,56.027,2001-02-27,65.73,65.72695409,73.48,73.4817,49466.5,49466.504,2001-02-27
743,7.7861,474,17462.67,17462.6716900156,5119.71,5119.7085717162,1,45.87,45.873,2000-02-17,471.68,471.68387834,337.97,337.9657,326662.72,326662.7183,0.5825,54,144.94,144.9411338251,144.94,144.9411338251,2,10.51,10.514,2000-02-17,0.94,0.93783306,0.39,0.3922,4745.42,4745.4196,6.6147,528,17607.61,17607.6128238407,5264.65,5264.6497055413,12,44.6,44.596,2000-02-17,472.62,472.6217114,338.36,338.3579,331408.14,331408.1379,2000-02-17
744,0.463,944,139575.97,139575.9723894731,118419.14,118419.1425824685,1,10.25,10.246,2013-07-03,767.2,767.20114462,398.29,398.291,933395.23,933395.2329,0.213,54,749.54,749.5429142083,749.54,749.5429142083,2,11.13,11.131,2013-07-03,1.45,1.44978913,1.4,1.3992,3130.26,3130.2584,0.4612,998,140325.52,140325.5153036814,119168.69,119168.6854966768,12,10.25,10.25,2013-07-03,771,770.99967293,399.7,399.6981,941803.28,941803.2785,2013-07-03
