,A_exchangeRate,A_istVol,A_marketValue,A_marketValue1,A_negotiableValue,A_negotiableValue1,A_productType,A_profitRate,A_profitRate1,A_searchDate,A_trdAmt,A_trdAmt1,A_trdTm,A_trdTm1,A_trdVol,A_trdVol1,B_exchangeRate,B_istVol,B_marketValue,B_marketValue1,B_negotiableValue,B_negotiableValue1,B_productType,B_profitRate,B_profitRate1,B_searchDate,B_trdAmt,B_trdAmt1,B_trdTm,B_trdTm1,B_trdVol,B_trdVol1,SH_exchangeRate,SH_istVol,SH_marketValue,SH_marketValue1,SH_negotiableValue,SH_negotiableValue1,SH_productType,SH_profitRate,SH_profitRate1,SH_searchDate,SH_trdAmt,SH_trdAmt1,SH_trdTm,SH_trdTm1,SH_trdVol,SH_trdVol1,date
4046,1.0622,829,22428.96,22428.9639975377,6076.24,6076.2401643379,1,16.14,16.135,2005-08-01,60.93,60.92683312,71.33,71.3252,144724.72,144724.7191,0.2503,54,228.49,228.4941789487,228.49,228.4941789487,2,11.87,11.872,2005-08-01,0.65,0.64507717,0.89,0.891,2590.8,2590.7988,1.0049,883,22657.46,22657.4581764864,6304.73,6304.7343432866,12,16.08,16.078,2005-08-01,61.57,61.57191029,72.22,72.2162,147315.52,147315.5179,2005-08-01
4047,1.7682,851,240994.42,240994.4203062236,64050.07,64050.0706711651,1,52.81,52.81,2008-02-19,1030.61,1030.60616615,594.47,594.4709,603508.84,603508.8391,0.2707,54,1144.88,1144.8838893246,1144.88,1144.8838893246,2,52.18,52.178,2008-02-19,2.96,2.96329988,2.24,2.2396,3123.05,3123.0483,1.7192,905,242139.3,242139.3041955482,65194.95,65194.9545604897,12,52.81,52.807,2008-02-19,1033.57,1033.56946603,596.71,596.7105,606631.89,606631.8874,2008-02-19
4048,0.5568,1259,297668.16,297668.1598427015,247510.4,247510.4036075745,1,16.5,16.495,2017-05-03,1909.79,1909.7948953,1016.43,1016.4341,1646036.37,1646036.3733,0.1386,51,1020.15,1020.1472207103,1020.15,1020.1472207103,2,21.95,21.949,2017-05-03,1.42,1.42102827,1.21,1.2076,2133.69,2133.6928,0.5547,1310,298688.31,298688.3070634118,248530.55,248530.5508282848,12,16.51,16.509,2017-05-03,1923.38,1923.38442349,1017.76,1017.7611,1678256.17,1678256.1719,2017-05-03
4049,,,,,,,1,,,1999-01-31,,,,,,,,,,,,,2,,,1999-01-31,,,,,,,,,,,,,12,,,1999-01-31,,,,,,,1999-01-31
4050,,,,,,,1,,,2003-05-31,,,,,,,,,,,,,2,,,2003-05-31,,,,,,,,,,,,,12,,,2003-05-31,,,,,,,2003-05-31
4051,1.5989,854,99079.92,99079.9156968853,32193.01,32193.0098515751,1,15.2,15.204,2008-12-24,490.6,490.60034507,480.79,480.7854,754543.42,754543.4216,0.4272,54,372.72,372.7214009775,372.72,372.7214009775,2,11.57,11.573,2008-12-24,1.66,1.65961585,2.38,2.3813,5177.71,5177.7082,1.5696,908,99452.64,99452.6370978628,32565.73,32565.7312525526,12,15.19,15.187,2008-12-24,492.26,492.25996092,483.17,483.1667,759721.13,759721.1298,2008-12-24
4052,1.6878,851,186778.94,186778.9449311481,52632.03,52632.0254540669,1,40.9,40.897,2008-04-07,845.12,845.11688977,516.75,516.7463,607279.98,607279.982,0.3081,54,885.19,885.1930860102,885.19,885.1930860102,2,41.53,41.532,2008-04-07,3.06,3.0622061,2.53,2.5293,3555.06,3555.0629,1.6449,905,187664.14,187664.1380171583,53517.22,53517.2185400771,12,40.9,40.9,2008-04-07,848.18,848.17909587,519.28,519.2756,610835.04,610835.0449,2008-04-07
4053,1.0657,416,10923.02,10923.02207205,3002.28,3002.2754346,1,34.3,34.297,1999-03-31,34.52,34.5209255,43.81,43.8079,34179.98,34179.9831,0.2987,52,96.47,96.46996276,96.47,96.46996276,2,5.66,5.656,1999-03-31,0.35,0.34508773,0.16,0.1635,2277.04,2277.035,0.9184,468,11019.49,11019.4920348,3098.75,3098.74539736,12,32.89,32.888,1999-03-31,34.87,34.86601323,43.97,43.9714,36457.02,36457.0181,1999-03-31
4054,0.8776,616,30556.21,30556.2144851309,8762.27,8762.2701940889,1,44.92,44.917,2001-08-10,79.99,79.99137135,83.91,83.9051,61624.87,61624.8719,4.504,54,622.53,622.5337848136,622.53,622.5337848136,2,41.25,41.249,2001-08-10,27.68,27.67954539,13.58,13.5787,39173.85,39173.8523,1.2773,670,31178.75,31178.7482699445,9384.8,9384.8039789025,12,44.84,44.84,2001-08-10,107.67,107.67091674,97.48,97.4838,100798.72,100798.7242,2001-08-10
4055,2.2341,851,229332.55,229332.5455147373,65690.77,65690.7682135018,1,50.22,50.215,2008-03-03,1249.91,1249.90894026,723.68,723.6779,781514.18,781514.1816,0.3141,54,1113.39,1113.3937934876,1113.39,1113.3937934876,2,51.26,51.26,2008-03-03,3.39,3.38792519,2.57,2.5667,3624.23,3624.226,2.1728,905,230445.94,230445.9393082249,66804.16,66804.1620069894,12,50.22,50.22,2008-03-03,1253.3,1253.29686545,726.24,726.2446,785138.41,785138.4076,2008-03-03
4056,-,173,0,0,0,0,1,,,1995-03-15,4.68,4.68127294,8.33,8.326,5998.89,5998.8891,-,25,0,0,0,0,2,,,1995-03-15,0.27,0.26944737,0.04,0.0442,687.74,687.7436,-,198,0,0,0,0,12,,,1995-03-15,4.95,4.95072031,8.37,8.3702,6686.63,6686.6327,1995-03-15
4057,1.0576,804,30873.42,30873.4161372266,8486.83,8486.8264382098,1,28.69,28.692,2004-05-18,97.17,97.16712902,80.86,80.8642,119308.32,119308.3182,0.125,54,405.79,405.7882277215,405.79,405.7882277215,2,27.31,27.314,2004-05-18,0.55,0.55042748,0.58,0.5771,1224.89,1224.8866,0.983,858,31279.2,31279.2043649481,8892.61,8892.6146659313,12,28.67,28.674,2004-05-18,97.72,97.7175565,81.44,81.4413,120533.2,120533.2048,2004-05-18
4058,1.8512,852,215451.7,215451.6955554725,61568.36,61568.359964039,1,47.01,47.008,2008-03-10,969.67,969.66967854,614.1,614.0954,653144.81,653144.8102,0.3187,54,1060.17,1060.1690951108,1060.17,1060.1690951108,2,48.65,48.646,2008-03-10,3.88,3.88289879,2.97,2.9718,3677.24,3677.2433,1.8027,906,216511.86,216511.8646505833,62628.53,62628.5290591498,12,47.02,47.016,2008-03-10,973.55,973.55257733,617.07,617.0672,656822.05,656822.0535,2008-03-10
4059,,,,,,,1,,,2016-07-16,,,,,,,,,,,,,2,,,2016-07-16,,,,,,,,,,,,,12,,,2016-07-16,,,,,,,2016-07-16
4060,,,,,,,1,,,2010-01-01,,,,,,,,,,,,,2,,,2010-01-01,,,,,,,,,,,,,12,,,2010-01-01,,,,,,,2010-01-01
4061,,,,,,,1,,,2008-02-10,,,,,,,,,,,,,2,,,2008-02-10,,,,,,,,,,,,,12,,,2008-02-10,,,,,,,2008-02-10
4062,,,,,,,1,,,2003-07-12,,,,,,,,,,,,,2,,,2003-07-12,,,,,,,,,,,,,12,,,2003-07-12,,,,,,,2003-07-12
4063,,,,,,,1,,,2005-11-13,,,,,,,,,,,,,2,,,2005-11-13,,,,,,,,,,,,,12,,,2005-11-13,,,,,,,2005-11-13
4064,0.3228,943,141527.75,141527.753418075,126459.87,126459.8666965314,1,10.34,10.343,2013-07-26,655.51,655.5105913,347.1,347.0979,737849.19,737849.189,0.1056,54,751.08,751.0757580789,751.08,751.0757580789,2,11.1,11.1,2013-07-26,0.72,0.72471462,0.89,0.8855,1621.69,1621.6933,0.3214,997,142278.83,142278.8291761539,127210.94,127210.9424546103,12,10.35,10.347,2013-07-26,657.53,657.52832377,347.99,347.9891,743726.85,743726.8505,2013-07-26
4065,0.7121,649,28274.5,28274.499314019,8029.02,8029.0191738482,1,38.57,38.567,2002-04-17,58.27,58.26567132,61.9,61.9008,55784.98,55784.9789,0.2894,54,549.31,549.3051048265,549.31,549.3051048265,2,36.37,36.369,2002-04-17,1.53,1.52759861,1.44,1.4419,2624.55,2624.5537,0.6682,703,28823.8,28823.8044188455,8578.32,8578.3242786747,12,38.52,38.524,2002-04-17,59.79,59.79326993,63.34,63.3427,58409.53,58409.5326,2002-04-17
4066,0.7178,880,180402.18,180402.1803539943,140443.47,140443.4650713809,1,21.85,21.848,2010-11-26,1432.28,1432.27897811,774.09,774.0903,1101484.41,1101484.4057,0.6208,54,998.31,998.3147181606,998.31,998.3147181606,2,23.62,23.619,2010-11-26,5.35,5.34566239,3.88,3.8836,8059.96,8059.9556,0.717,934,181400.5,181400.4950721549,141441.78,141441.7797895415,12,21.86,21.856,2010-11-26,1437.62,1437.6246405,777.97,777.9739,1109544.36,1109544.3613,2010-11-26
4067,0.0983,279,6586.49,6586.48630391,1544.17,1544.16997942,1,42.28,42.283,1996-12-04,126.49,126.49429914,264.09,264.0904,134194.57,134194.5732,0.0162,42,17.81,17.81473576,17.81,17.81473576,2,13.97,13.972,1996-12-04,2.29,2.29386404,1.11,1.1086,6926.78,6926.7826,0.0787,321,6604.3,6604.30103967,1561.98,1561.98471518,12,40.39,40.391,1996-12-04,128.79,128.78816318,265.2,265.199,141121.36,141121.3558,1996-12-04
4068,0.4768,699,27532.49,27532.4939659148,7711.44,7711.4430233456,1,38.16,38.157,2002-11-11,37.76,37.75681568,42.25,42.2504,42445.75,42445.753,0.1669,54,501.08,501.0841491183,501.08,501.0841491183,2,34.45,34.447,2002-11-11,0.8,0.80163721,0.84,0.8388,1541.51,1541.5141,0.4477,753,28033.58,28033.5781150331,8212.53,8212.5271724639,12,38.09,38.087,2002-11-11,38.56,38.55845289,43.09,43.0892,43987.27,43987.2671,2002-11-11
4069,,,,,,,1,,,1995-01-29,,,,,,,,,,,,,2,,,1995-01-29,,,,,,,,,,,,,12,,,1995-01-29,,,,,,,1995-01-29
4070,,,,,,,1,,,2012-12-30,,,,,,,,,,,,,2,,,2012-12-30,,,,,,,,,,,,,12,,,2012-12-30,,,,,,,2012-12-30
4071,-,291,,,,,1,,,1997-02-17,31.84,31.84447452,35.08,35.08,32558.05,32558.0533,-,42,,,,,2,,,1997-02-17,0.97,0.97052182,0.25,0.2465,2487.58,2487.5803,-,333,,,,,12,,,1997-02-17,32.81,32.81499634,35.33,35.3265,35045.63,35045.6336,1997-02-17
4072,,,,,,,1,,,2013-12-15,,,,,,,,,,,,,2,,,2013-12-15,,,,,,,,,,,,,12,,,2013-12-15,,,,,,,2013-12-15
4073,1.8123,856,165908.95,165908.9494600398,79145.85,79145.8539039338,1,26.24,26.236,2009-09-15,1597.21,1597.21153742,970.38,970.3788,1437404.11,1437404.112,0.6509,54,695.52,695.5220445812,695.52,695.5220445812,2,17.6,17.596,2009-09-15,3.86,3.85657727,3.55,3.5538,8040.65,8040.6498,1.7945,910,166604.47,166604.471504621,79841.38,79841.375948515,12,26.18,26.184,2009-09-15,1601.07,1601.06811469,973.93,973.9326,1445444.76,1445444.7618,2009-09-15
4074,,,,,,,1,,,1997-11-29,,,,,,,,,,,,,2,,,1997-11-29,,,,,,,,,,,,,12,,,1997-11-29,,,,,,,1997-11-29
4075,0.8317,802,31007.28,31007.2846059167,8401.13,8401.1344619188,1,28.42,28.421,2004-05-14,72.86,72.85613553,78.68,78.681,92881.81,92881.8132,0.1258,54,406.84,406.8374728218,406.84,406.8374728218,2,27.43,27.428,2004-05-14,0.55,0.54668648,0.64,0.6381,1232.73,1232.7333,0.7747,856,31414.12,31414.1220787385,8807.97,8807.9719347406,12,28.41,28.409,2004-05-14,73.4,73.40282201,79.32,79.3191,94114.55,94114.5465,2004-05-14
4076,,,,,,,1,,,2010-08-08,,,,,,,,,,,,,2,,,2010-08-08,,,,,,,,,,,,,12,,,2010-08-08,,,,,,,2010-08-08
4077,0.5947,908,165361.29,165361.2871675706,135180.29,135180.2916750116,1,15.11,15.111,2011-08-09,1072.96,1072.95711771,591.63,591.6343,1031101.1,1031101.0982,0.4614,54,832.95,832.9467318093,832.95,832.9467318093,2,14.44,14.442,2011-08-09,4.55,4.55261333,3.38,3.382,6195.82,6195.8179,0.5937,962,166194.23,166194.2338993799,136013.24,136013.2384068209,12,15.11,15.107,2011-08-09,1077.51,1077.50973104,595.02,595.0163,1037296.92,1037296.9161,2011-08-09
4078,2.7415,773,33541.9,33541.9039071924,9205.06,9205.0597974603,1,41.62,41.62,2004-02-17,256.27,256.26785505,223.34,223.3371,293079.07,293079.0704,0.4652,54,470.82,470.8189831518,470.82,470.8189831518,2,34.36,34.361,2004-02-17,2.57,2.57452134,2.02,2.019,4463.02,4463.0209,2.5541,827,34012.72,34012.7228903442,9675.88,9675.8787806121,12,41.51,41.506,2004-02-17,258.84,258.84237639,225.36,225.3561,297542.09,297542.0913,2004-02-17
4079,,,,,,,1,,,1996-02-10,,,,,,,,,,,,,2,,,1996-02-10,,,,,,,,,,,,,12,,,1996-02-10,,,,,,,1996-02-10
4080,0.7996,1082,252974.85,252974.8517794758,219255.92,219255.9238462305,1,15.08,15.084,2016-03-31,2522.6,2522.60204921,1208.88,1208.884,2200487.28,2200487.2761,0.4285,52,1106.67,1106.6667837303,1106.67,1106.6667837303,2,22.94,22.935,2016-03-31,5.05,5.04727594,3.07,3.072,6270.56,6270.5597,0.7976,1134,254081.52,254081.5185632061,220362.59,220362.5906299608,12,15.11,15.106,2016-03-31,2545.71,2545.70544027,1212.01,1212.0062,2227408.74,2227408.7355,2016-03-31
4081,0.9975,602,30211.47,30211.4679240247,9555.79,9555.7914592671,1,55.87,55.866,2001-05-30,103.2,103.20496835,95.15,95.1546,65880.43,65880.4274,5.0619,54,858.39,858.3926527475,858.39,858.3926527475,2,56.81,56.806,2001-05-30,40.82,40.82430616,16.41,16.4073,43325.38,43325.3751,1.4638,656,31069.86,31069.8605767722,10414.18,10414.1841120146,12,55.89,55.89,2001-05-30,144.03,144.02927451,111.56,111.5619,109205.8,109205.8025,2001-05-30
4082,1.3084,853,151370.23,151370.2319633603,45354.01,45354.0147166531,1,21.7,21.7,2008-07-14,594.73,594.73120376,450.98,450.9823,544106.7,544106.6955,0.1455,54,740,740.0017927185,740,740.0017927185,2,19.29,19.289,2008-07-14,1.29,1.29135042,1.16,1.1641,1735.67,1735.6735,1.276,907,152110.23,152110.2337560788,46094.02,46094.0165093716,12,21.69,21.688,2008-07-14,596.02,596.02255418,452.15,452.1464,545842.37,545842.369,2008-07-14
4083,,,,,,,1,,,2002-10-04,,,,,,,,,,,,,2,,,2002-10-04,,,,,,,,,,,,,12,,,2002-10-04,,,,,,,2002-10-04
4084,1.3065,592,28566.18,28566.181603561,8900.04,8900.0413250481,1,60.58,60.58,2001-03-27,122.31,122.30631068,113.88,113.8779,80854.41,80854.4091,6.3972,55,580.46,580.4628219682,580.46,580.4628219682,2,44.12,44.12,2001-03-27,36.68,36.67600538,14.83,14.827,54421.79,54421.785,1.9217,647,29146.64,29146.6444255292,9480.5,9480.5041470163,12,60.16,60.155,2001-03-27,158.98,158.98231606,128.7,128.7049,135276.19,135276.1941,2001-03-27
4085,,,,,,,1,,,2004-10-30,,,,,,,,,,,,,2,,,2004-10-30,,,,,,,,,,,,,12,,,2004-10-30,,,,,,,2004-10-30
4086,4.688,838,91841.35,91841.3450063251,22835.87,22835.868082633,1,40.99,40.99,2007-03-09,893.62,893.61952963,523.19,523.1861,1064224.07,1064224.0698,0.6505,54,638.95,638.9453147007,638.95,638.9453147007,2,30.79,30.786,2007-03-09,3.64,3.64010635,2.75,2.7477,7166.98,7166.9812,4.5011,892,92480.29,92480.2903210258,23474.81,23474.8133973337,12,40.91,40.905,2007-03-09,897.26,897.25963598,525.93,525.9338,1071391.05,1071391.051,2007-03-09
4087,0.5919,944,159330.24,159330.2426599254,135111.11,135111.1067718588,1,12.41,12.406,2013-03-15,1014.18,1014.18330262,500.81,500.8094,1161500.27,1161500.2747,0.4298,54,843.76,843.7629970745,843.76,843.7629970745,2,14.17,14.166,2013-03-15,3.22,3.21847061,2.72,2.7244,6169.86,6169.8561,0.5907,998,160174.01,160174.0056569999,135954.87,135954.8697689333,12,12.41,12.414,2013-03-15,1017.84,1017.83720708,503.54,503.5385,1168577.28,1168577.2761,2013-03-15
4088,0.9508,895,192736.9,192736.8961222313,155256.88,155256.878159302,1,23.19,23.193,2011-03-28,1958.24,1958.24339097,969.99,969.9898,1550955.15,1550955.1537,0.7512,54,1052.78,1052.779553803,1052.78,1052.779553803,2,25.18,25.176,2011-03-28,5.95,5.95313447,4.36,4.3626,9753.62,9753.6223,0.9492,949,193789.68,193789.6756760343,156309.66,156309.657713105,12,23.2,23.203,2011-03-28,1964.2,1964.19652544,974.35,974.3524,1560708.78,1560708.776,2011-03-28
4089,0.8438,1083,256869.12,256869.123208516,222496.21,222496.2055330994,1,15.28,15.278,2016-04-06,2549.57,2549.57326638,1239.87,1239.8727,2322961.88,2322961.8817,0.4263,52,1105.23,1105.2335103846,1105.23,1105.2335103846,2,23.11,23.111,2016-04-06,5.19,5.19365573,3.16,3.1648,6238.46,6238.4562,0.8416,1135,257974.36,257974.3567189006,223601.44,223601.439043484,12,15.3,15.3,2016-04-06,2569.45,2569.45494953,1243.09,1243.0907,2369553.35,2369553.3464,2016-04-06
4090,0.4476,1386,327857.39,327857.3882098362,278399.53,278399.5264721224,1,18.02,18.025,2017-12-20,1695.03,1695.02609752,837.7,837.7033,1382915.84,1382915.8406,0.0784,51,986.64,986.6387757677,986.64,986.6387757677,2,22.13,22.131,2017-12-20,0.83,0.82945966,0.68,0.6769,1225.42,1225.4187,0.4457,1437,328844.03,328844.0269856039,279386.17,279386.1652478901,12,18.04,18.035,2017-12-20,1714.15,1714.15023313,838.5,838.4992,1408811.52,1408811.5222,2017-12-20
4091,,,,,,,1,,,2011-10-29,,,,,,,,,,,,,2,,,2011-10-29,,,,,,,,,,,,,12,,,2011-10-29,,,,,,,2011-10-29
4092,,,,,,,1,,,2004-01-10,,,,,,,,,,,,,2,,,2004-01-10,,,,,,,,,,,,,12,,,2004-01-10,,,,,,,2004-01-10
4093,,,,,,,1,,,1999-02-20,,,,,,,,,,,,,2,,,1999-02-20,,,,,,,,,,,,,12,,,1999-02-20,,,,,,,1999-02-20
4094,-,204,0,0,0,0,1,,,1996-06-06,54.82,54.82206616,127.85,127.8472,73608.8,73608.7984,-,29,0,0,0,0,2,,,1996-06-06,0.17,0.16834686,0.08,0.0816,535.32,535.318,-,233,0,0,0,0,12,,,1996-06-06,54.99,54.99041302,127.93,127.9288,74144.12,74144.1164,1996-06-06
4095,,,,,,,1,,,2015-02-07,,,,,,,,,,,,,2,,,2015-02-07,,,,,,,,,,,,,12,,,2015-02-07,,,,,,,2015-02-07
4096,,,,,,,1,,,2007-08-11,,,,,,,,,,,,,2,,,2007-08-11,,,,,,,,,,,,,12,,,2007-08-11,,,,,,,2007-08-11
4097,0.5437,922,158181.98,158181.977003502,131325.3,131325.304175311,1,14.35,14.353,2012-02-09,894.94,894.93953892,501.23,501.2326,977311.7,977311.6989,0.2584,54,724.01,724.0061591151,724.01,724.0061591151,2,13.06,13.061,2012-02-09,2.1,2.09725891,1.75,1.7501,3470.14,3470.1403,0.5416,976,158905.98,158905.9831626171,132049.31,132049.3103344261,12,14.35,14.347,2012-02-09,897.04,897.03679783,502.98,502.9827,980781.84,980781.8392,2012-02-09
4098,0.4147,944,137631.85,137631.8511060273,116742.83,116742.8347497259,1,10.07,10.066,2013-07-08,671.04,671.03652925,378.8,378.7956,838893.71,838893.7091,0.2171,54,735.28,735.2822900863,735.28,735.2822900863,2,10.88,10.881,2013-07-08,1.33,1.3325413,1.57,1.5696,3190.53,3190.5317,0.4132,998,138367.13,138367.1333961136,117478.12,117478.1170398122,12,10.07,10.07,2013-07-08,679.35,679.35414216,380.37,380.373,855403.76,855403.7629,2013-07-08
4099,0.4097,944,157248.6,157248.5970645989,133567.88,133567.8805224702,1,11.51,11.506,2013-06-06,751.92,751.91741067,384.38,384.3797,812442.16,812442.1563,0.2502,54,820.71,820.7120209377,820.71,820.7120209377,2,12.27,12.267,2013-06-06,1.7,1.70355951,1.62,1.6191,3593.95,3593.9541,0.4086,998,158069.31,158069.3090855366,134388.59,134388.5925434079,12,11.51,11.509,2013-06-06,754.39,754.39355633,386,386.0027,817391.52,817391.5212,2013-06-06
4100,1.8568,455,16084.01,16084.0123344656,4535.76,4535.7557446042,1,43.88,43.884,1999-08-25,84.05,84.04886662,95.98,95.9836,69505.42,69505.4161,0.3649,54,170.34,170.338087575,170.34,170.338087575,2,12.18,12.181,1999-08-25,0.48,0.48015155,0.22,0.2222,2964.45,2964.4547,1.5908,509,16254.35,16254.3504220406,4706.09,4706.0938321792,12,42.68,42.675,1999-08-25,84.53,84.52901817,96.21,96.2058,72469.87,72469.8708,1999-08-25
4101,1.2893,828,26459.57,26459.5668224573,7252.48,7252.4753805285,1,25.14,25.14,2004-10-21,105.97,105.9691048,104.84,104.8393,162388.61,162388.6118,0.1973,54,343.35,343.3479403826,343.35,343.3479403826,2,23.2,23.195,2004-10-21,0.77,0.76575763,0.84,0.841,1976.09,1976.0876,1.2089,882,26802.91,26802.9147628399,7595.82,7595.8233209111,12,25.12,25.115,2004-10-21,106.73,106.73486243,105.68,105.6803,164364.7,164364.6994,2004-10-21
4102,,,,,,,1,,,2016-01-31,,,,,,,,,,,,,2,,,2016-01-31,,,,,,,,,,,,,12,,,2016-01-31,,,,,,,2016-01-31
4103,,,,,,,1,,,2004-06-06,,,,,,,,,,,,,2,,,2004-06-06,,,,,,,,,,,,,12,,,2004-06-06,,,,,,,2004-06-06
4104,0.8043,827,24442.95,24442.9534658503,6798.08,6798.084178684,1,23.05,23.046,2005-01-20,53.49,53.48943805,63.38,63.379,101946.72,101946.7187,0.1154,54,303.11,303.1075408416,303.11,303.1075408416,2,20.33,20.334,2005-01-20,0.35,0.34850628,0.45,0.454,1156.12,1156.1224,0.7538,881,24746.06,24746.0610066919,7101.19,7101.1917195256,12,23.01,23.011,2005-01-20,53.84,53.83794433,63.83,63.833,103102.84,103102.8411,2005-01-20
4105,2.3849,822,25492,25492.0045372553,7790.68,7790.6831290473,1,18.21,18.21,2006-04-05,197.78,197.78325613,165.99,165.9909,371711.31,371711.3096,0.572,54,356.61,356.6080918988,356.61,356.6080918988,2,18.56,18.555,2006-04-05,2.31,2.30720689,2.16,2.1615,5920.68,5920.6797,2.272,876,25848.61,25848.6126291541,8147.29,8147.2912209461,12,18.22,18.215,2006-04-05,200.09,200.09046302,168.15,168.1524,377631.99,377631.9893,2006-04-05
4106,0.705,469,15190.38,15190.3795497671,4251.19,4251.1856660819,1,39.93,39.932,1999-12-10,34.89,34.88632955,37.21,37.2128,28793.25,28793.2522,0.1924,54,133.17,133.1685930753,133.17,133.1685930753,2,9.54,9.539,1999-12-10,0.3,0.30301773,0.13,0.1348,1563.19,1563.1918,0.62,523,15323.55,15323.5481428424,4384.35,4384.3542591572,12,38.82,38.824,1999-12-10,35.19,35.18934728,37.35,37.3476,30356.44,30356.444,1999-12-10
4107,0.0262,239,4262.6,4262.60201283,956.76,956.75729124,1,29.67,29.671,1996-08-28,29.43,29.42847947,52.08,52.0844,32456.87,32456.8696,0.0027,36,13.92,13.9184379,13.92,13.9184379,2,10.98,10.98,1996-08-28,0.38,0.38491784,0.13,0.1322,1146.35,1146.3505,0.0203,275,4276.52,4276.52045073,970.68,970.67572914,12,28.45,28.452,1996-08-28,29.81,29.81339731,52.22,52.2166,33603.22,33603.2201,1996-08-28
4108,,,,,,,1,,,2010-02-19,,,,,,,,,,,,,2,,,2010-02-19,,,,,,,,,,,,,12,,,2010-02-19,,,,,,,2010-02-19
4109,,,,,,,1,,,1999-10-17,,,,,,,,,,,,,2,,,1999-10-17,,,,,,,,,,,,,12,,,1999-10-17,,,,,,,1999-10-17
4110,1.4068,1062,265461.08,265461.0833877818,230176.31,230176.3141745822,1,16.01,16.014,2015-09-09,4129.51,4129.50935947,2005.13,2005.1328,3748142.21,3748142.2128,0.7944,53,957.82,957.8230338799,957.82,957.8230338799,2,18.51,18.507,2015-09-09,8.07,8.06941611,5.98,5.9761,12041.63,12041.626,1.4033,1115,266418.91,266418.9064216617,231134.14,231134.1372084621,12,16.02,16.021,2015-09-09,4146.31,4146.31472728,2011.16,2011.1571,3775026.5,3775026.4963,2015-09-09
4111,2.3033,724,27794.72,27794.721677935,7748.3,7748.2975658757,1,36.16,36.159,2003-05-13,173.63,173.62825288,154.39,154.3919,220415.93,220415.9273,0.5391,54,433.37,433.3718700113,433.37,433.3718700113,2,31.4,31.402,2003-05-13,2.47,2.4707157,2.34,2.3384,4979.14,4979.1376,2.148,778,28228.09,28228.0935479463,8181.67,8181.669435887,12,36.08,36.082,2003-05-13,176.1,176.09896858,156.73,156.7303,225395.06,225395.0649,2003-05-13
4112,1.014,649,28503.82,28503.8228773778,8073.96,8073.9616962658,1,38.89,38.887,2002-04-12,84.39,84.39108362,85.97,85.9713,79322.98,79322.98,0.2219,54,575.23,575.2295549511,575.23,575.2295549511,2,38.08,38.084,2002-04-12,1.25,1.24787681,1.04,1.0376,2012.26,2012.2598,0.9317,703,29079.05,29079.0524323289,8649.19,8649.1912512169,12,38.87,38.871,2002-04-12,85.64,85.63896043,87.01,87.0089,81335.24,81335.2398,2002-04-12
4113,,,,,,,1,,,2013-01-02,,,,,,,,,,,,,2,,,2013-01-02,,,,,,,,,,,,,12,,,2013-01-02,,,,,,,2013-01-02
4114,,,,,,,1,,,1999-11-07,,,,,,,,,,,,,2,,,1999-11-07,,,,,,,,,,,,,12,,,1999-11-07,,,,,,,1999-11-07
4115,,,,,,,1,,,1999-05-30,,,,,,,,,,,,,2,,,1999-05-30,,,,,,,,,,,,,12,,,1999-05-30,,,,,,,1999-05-30
4116,,,,,,,1,,,2006-12-16,,,,,,,,,,,,,2,,,2006-12-16,,,,,,,,,,,,,12,,,2006-12-16,,,,,,,2006-12-16
4117,,,,,,,1,,,1995-05-01,,,,,,,,,,,,,2,,,1995-05-01,,,,,,,,,,,,,12,,,1995-05-01,,,,,,,1995-05-01
4118,2.1777,854,107292.66,107292.6554838823,34893.92,34893.9195170694,1,16.47,16.469,2008-12-19,735.7,735.70199288,618.89,618.8913,1024927.7,1024927.701,0.3402,54,402.61,402.607133109,402.61,402.607133109,2,12.48,12.477,2008-12-19,1.3,1.29916203,1.79,1.7881,4122.73,4122.7332,2.1316,908,107695.26,107695.2626169913,35296.53,35296.5266501784,12,16.45,16.45,2008-12-19,737,737.00115491,620.68,620.6794,1029050.43,1029050.4342,2008-12-19
4119,-,195,0,0,0,0,1,,,1996-05-06,29.61,29.60511515,79.57,79.571,56846.12,56846.1167,-,26,0,0,0,0,2,,,1996-05-06,0.28,0.27600044,0.12,0.116,818.77,818.769,-,221,0,0,0,0,12,,,1996-05-06,29.88,29.88111559,79.69,79.687,57664.89,57664.8857,1996-05-06
4120,0.8636,868,171500.81,171500.813995838,112582.82,112582.8157564709,1,26.34,26.339,2010-04-23,1354.57,1354.56999196,723.48,723.4822,1029674.8,1029674.8037,0.5365,54,887.82,887.8172528478,887.82,887.8172528478,2,22.41,22.406,2010-04-23,5.55,5.54800642,4.08,4.0823,6679.33,6679.3299,0.8602,922,172388.63,172388.6312486858,113470.63,113470.6330093187,12,26.32,26.316,2010-04-23,1360.12,1360.11799838,727.56,727.5645,1036354.13,1036354.1336,2010-04-23
4121,,,,,,,1,,,1996-01-28,,,,,,,,,,,,,2,,,1996-01-28,,,,,,,,,,,,,12,,,1996-01-28,,,,,,,1996-01-28
